,_id,FIRST,LAST,ADDRESS,CITY,STATE,ZIP,LASTSENDDATE,LASTREPLY,RESPONSECATEGORY
52109,62fa919b39fe7a3ec974d2c4,Juan,Pollard,1205 Sharp Ln,Media, PA,19063.0,2019-08-07 19:16:50+00:00,2020-01-01 14:02:55,
13357,62fa919b39fe7a3ec9743b64,Susana,French,2448 S Second Blvd,Delaware, OH,43015.0,2019-01-14 05:39:08+00:00,2020-01-01 14:13:38,POSITIVE
11094,62fa919b39fe7a3ec974328d,Krystal,Burke,3509 47th Ln,New Philadelphia, OH,44663.0,2019-10-11 02:33:34+00:00,2020-01-01 14:17:41,DONOTCONTACT
2271,62fa919b39fe7a3ec9741016,Ingrid,Stone,2163 6th St,West Fargo, ND,58078.0,2019-02-18 02:00:41+00:00,2020-01-01 14:25:59,DONOTCONTACT
24622,62fa919b39fe7a3ec9746765,Dena,Terrell,6792 8th Rd,Miami Gardens, FL,33056.0,2019-03-26 09:59:38+00:00,2020-01-01 14:39:15,POSITIVE
71360,62fa919b39fe7a3ec9751df7,Leanne,Benton,8326 N Seaside Ave,West Palm Beach, FL,33404.0,2019-05-28 11:18:26+00:00,2020-01-01 15:16:32,
5663,62fa919b39fe7a3ec9741d56,Dena,Rowe,9042 W Glendale Ln,Patchogue, NY,11772.0,2019-11-29 04:34:42+00:00,2020-01-01 15:36:13,POSITIVE
43894,62fa919b39fe7a3ec974b2ad,Hope,Grant,8138 Daniel Rd,New Albany, IN,47150.0,2019-04-12 20:15:14+00:00,2020-01-01 18:02:48,POSITIVE
74032,62fa919b39fe7a3ec9752867,Ernest,Stone,2161 Faith Ave,Marion, NC,28752.0,2019-03-24 06:07:54+00:00,2020-01-01 21:28:11,FOLLOWUP
16743,62fa919b39fe7a3ec974489e,Lindsey,Snell,631 N Pine Ave,Quakertown, PA,18951.0,2019-06-04 23:17:31+00:00,2020-01-01 23:09:25,DONOTCONTACT
65214,62fa919b39fe7a3ec97505f5,Lindsey,Hutchinson,1579 8th Ave,Seymour, IN,47274.0,2019-07-31 13:03:33+00:00,2020-01-02 00:20:19,UNSURE
52056,62fa919b39fe7a3ec974d28f,Jessica,Moody,4282 N Third Ln,Phillipsburg, NJ,8865.0,2019-08-06 06:12:38+00:00,2020-01-02 01:06:39,DONOTCONTACT
73875,62fa919b39fe7a3ec97527ca,Cristina,Rowe,4613 N Daniel Ave,Jamaica, NY,11432.0,2019-03-30 02:16:23+00:00,2020-01-02 02:07:49,DONOTCONTACT
60738,62fa919b39fe7a3ec974f479,Dora,Lake,6588 Pine Blvd,Olive Branch, MS,38654.0,2019-04-19 14:09:50+00:00,2020-01-02 03:13:41,NEGATIVE
38378,62fa919b39fe7a3ec9749d21,Jamie,Alexander,8176 Eighth Rd,Lewis Center, OH,43035.0,2019-07-26 12:29:46+00:00,2020-01-02 03:46:57,FOLLOWUP
20971,62fa919b39fe7a3ec9745922,Dianna,Terry,3433 Glenn Rd,Conyers, GA,30012.0,2019-01-14 19:17:06+00:00,2020-01-02 04:02:19,FOLLOWUP
4333,62fa919b39fe7a3ec9741824,Rene,Terry,8899 N Seaside Cv,Jamaica, NY,11432.0,2019-12-26 08:00:31+00:00,2020-01-02 04:07:24,DONOTCONTACT
63591,62fa919b39fe7a3ec974ff9e,Todd,Benton,9580 E Second Dr,Hartford, CT,6106.0,2019-06-25 06:24:16+00:00,2020-01-02 04:30:32,DONOTCONTACT
87285,62fa919b39fe7a3ec9755c2c,Rolando,Benton,2614 N 6th Rd,Melbourne, FL,32904.0,2019-10-26 09:24:03+00:00,2020-01-02 05:13:29,FOLLOWUP
61292,62fa919b39fe7a3ec974f6a3,Dianna,Schneider,7491 S Daniel Cv,Melbourne, FL,32904.0,2019-05-01 17:43:56+00:00,2020-01-02 06:21:19,FOLLOWUP
60044,62fa919b39fe7a3ec974f1c3,Verna,Terry,5029 Peter Ave,Moorhead, MN,56560.0,2019-03-03 00:52:36+00:00,2020-01-02 07:19:08,DONOTCONTACT
43535,62fa919b39fe7a3ec974b146,Chris,Robbins,2421 N Oak Rd,Ottawa, IL,61350.0,2019-08-17 10:40:44+00:00,2020-01-02 07:36:59,POSITIVE
6949,62fa919b39fe7a3ec974225c,Clarence,Snell,1343 W 6th Blvd,Marion, NC,28752.0,2019-04-01 14:26:53+00:00,2020-01-02 08:05:31,NEGATIVE
34575,62fa919b39fe7a3ec9748e46,Calvin,Ball,739 Crystal Rd,Olive Branch, MS,38654.0,2019-10-25 14:09:57+00:00,2020-01-02 08:29:08,FOLLOWUP
33305,62fa919b39fe7a3ec9748950,Rich,French,2257 12th St,Anaheim, CA,92806.0,2019-01-25 00:32:15+00:00,2020-01-02 09:28:02,FOLLOWUP
39301,62fa919b39fe7a3ec974a0bc,Mayra,Proctor,7355 S Main Cv,Anaheim, CA,92806.0,2019-01-24 01:33:36+00:00,2020-01-02 09:39:38,DONOTCONTACT
217,62fa919b39fe7a3ec9740810,Mayra,Sheppard,5171 Riverside Dr,Quakertown, PA,18951.0,2019-04-17 09:55:18+00:00,2020-01-02 09:40:46,DONOTCONTACT
71418,62fa919b39fe7a3ec9751e31,Krystal,Roberts,6574 Maple Rd,Hixson, TN,37343.0,2019-01-05 20:53:05+00:00,2020-01-02 09:55:50,UNSURE
91550,62fa919b39fe7a3ec9756cd5,Hope,,5219 N Martin Luther King Ave,West Palm Beach, FL,33404.0,2019-03-26 04:59:17+00:00,2020-01-02 11:15:33,NEGATIVE
58676,62fa919b39fe7a3ec974ec6b,Mayra,Roberts,8157 Second Ln,Gastonia, NC,28052.0,2019-11-12 13:06:14+00:00,2020-01-02 11:31:37,NEGATIVE
40765,62fa919b39fe7a3ec974a674,Ernest,Hinton,5504 W 2nd Rd,Anaheim, CA,92806.0,2019-02-22 05:04:29+00:00,2020-01-02 12:14:16,NEGATIVE
17981,62fa919b39fe7a3ec9744d74,Dianna,Bassett,6541 E 2nd St,Camp Hill, PA,17011.0,2019-09-01 21:36:47+00:00,2020-01-02 13:06:36,DONOTCONTACT
76441,62fa919b39fe7a3ec97531d0,Jan,Conley,1997 5th Ln,Westport, CT,6880.0,2019-09-19 15:09:14+00:00,2020-01-02 14:06:24,DONOTCONTACT
35740,62fa919b39fe7a3ec97492d3,Todd,Ayers,7978 E 3rd Cv,Delaware, OH,43015.0,2019-11-29 16:53:47+00:00,2020-01-02 14:45:27,NEGATIVE
63690,62fa919b39fe7a3ec9750001,Maria,Schneider,8213 E Second Blvd,Melbourne, FL,32904.0,2019-09-15 23:03:30+00:00,2020-01-02 15:48:00,DONOTCONTACT
28340,62fa919b39fe7a3ec97475eb,Lindsey,Proctor,4644 Sunny Ln,Paterson, NJ,7501.0,2019-08-21 20:33:31+00:00,2020-01-02 17:23:53,DONOTCONTACT
11454,62fa919b39fe7a3ec97433f5,Jan,Rowe,2966 E Seaside Rd,Camas, WA,98607.0,2019-01-15 11:11:29+00:00,2020-01-02 17:41:50,POSITIVE
23571,62fa919b39fe7a3ec974634a,Jessica,Morton,3039 2nd Ln,Hixson, TN,37343.0,2019-01-30 02:41:49+00:00,2020-01-02 17:54:00,POSITIVE
79025,62fa919b39fe7a3ec9753be8,Ingrid,Ayers,8516 S Glenn Ave,Stillwater, MN,55082.0,2019-11-26 03:02:56+00:00,2020-01-02 19:46:33,POSITIVE
15956,62fa919b39fe7a3ec974458b,Michele,Compton,9991 N Lois Blvd,Miami Gardens, FL,33056.0,2019-11-18 22:29:38+00:00,2020-01-02 20:18:34,DONOTCONTACT
34862,62fa919b39fe7a3ec9748f65,Young,Robbins,911 Riverside Dr,Stillwater, MN,55082.0,2019-06-06 17:30:08+00:00,2020-01-02 20:49:47,UNSURE
95190,62fa919b39fe7a3ec9757b0d,Cecelia,Donovan,2738 Ethel Rd,Phillipsburg, NJ,8865.0,2019-08-30 18:56:38+00:00,2020-01-02 21:22:46,NEGATIVE
76797,62fa919b39fe7a3ec9753334,Calvin,Cahill,2431 Olsonvill Cv,Patchogue, NY,11772.0,2019-03-25 13:11:13+00:00,2020-01-02 21:53:28,POSITIVE
87528,62fa919b39fe7a3ec9755d1f,Verna,Moody,3683 E Glendale Dr,Conyers, GA,30012.0,2019-06-14 22:03:19+00:00,2020-01-02 22:27:06,FOLLOWUP
52568,62fa919b39fe7a3ec974d48f,Jessica,Powers,4209 Maple Blvd,Mahwah, NJ,7430.0,2019-11-19 17:18:33+00:00,2020-01-02 22:47:31,UNSURE
25470,62fa919b39fe7a3ec9746ab5,Todd,Conley,8026 Mount Pleasant Ln,Mahwah, NJ,7430.0,2019-10-15 21:38:39+00:00,2020-01-02 23:44:45,
75097,62fa919b39fe7a3ec9752c90,Todd,Dwyer,4363 3rd Ave,North Attleboro, MA,2760.0,2019-08-05 02:52:21+00:00,2020-01-02 23:52:59,DONOTCONTACT
96076,62fa919b39fe7a3ec9757e83,Rich,Case,7405 6th St,New Albany, IN,47150.0,2019-06-30 14:57:53+00:00,2020-01-03 00:28:11,FOLLOWUP
94954,62fa919b39fe7a3ec9757a21,Calvin,Craig,8302 Sleepy Cv,Miami Gardens, FL,33056.0,2019-08-19 13:46:12+00:00,2020-01-03 00:52:47,FOLLOWUP
32739,62fa919b39fe7a3ec974871a,Darla,Church,7742 6th Cv,Enfield, CT,6082.0,2019-05-18 16:13:13+00:00,2020-01-03 01:53:21,DONOTCONTACT
23851,62fa919b39fe7a3ec9746462,Marion,Robbins,1677 E 12th Ln,Seymour, IN,47274.0,2019-03-10 01:10:40+00:00,2020-01-03 01:56:06,POSITIVE
15286,62fa919b39fe7a3ec97442ed,Calvin,Case,45 Peter Blvd,Westmont, IL,60559.0,2019-07-14 17:31:12+00:00,2020-01-03 02:31:52,
41220,62fa919b39fe7a3ec974a83b,Calvin,,7363 W Crystal Rd,Phillipsburg, NJ,8865.0,2019-01-27 15:39:44+00:00,2020-01-03 03:36:02,FOLLOWUP
57351,62fa919b39fe7a3ec974e73e,Dianna,Robbins,7898 Armstrong St,Anaheim, CA,92806.0,2019-09-10 10:46:29+00:00,2020-01-03 04:25:31,NEGATIVE
19226,62fa919b39fe7a3ec9745251,Mayra,Morton,7633 Riverside Dr,Rocky Mount, NC,27804.0,2019-10-17 05:08:02+00:00,2020-01-03 04:44:47,UNSURE
10025,62fa919b39fe7a3ec9742e60,Terry,,559 8th Rd,Mahwah, NJ,7430.0,2019-02-18 06:01:48+00:00,2020-01-03 04:52:44,DONOTCONTACT
69383,62fa919b39fe7a3ec975163e,Cecilia,Hinton,9611 S Second Ave,Clearwater, FL,33756.0,2019-05-31 12:53:07+00:00,2020-01-03 05:16:10,FOLLOWUP
74399,62fa919b39fe7a3ec97529d6,Robyn,Hinton,6985 Third Ln,Anaheim, CA,92806.0,2019-10-22 17:21:42+00:00,2020-01-03 05:43:35,UNSURE
17748,62fa919b39fe7a3ec9744c8b,Ingrid,Donovan,2041 Fourth Cv,Camas, WA,98607.0,2019-10-08 12:27:06+00:00,2020-01-03 06:49:15,NEGATIVE
2943,62fa919b39fe7a3ec97412b6,Jan,Guthrie,1824 Second Blvd,Ossining, NY,10562.0,2019-08-31 22:23:35+00:00,2020-01-03 06:55:09,
51555,62fa919b39fe7a3ec974d09a,Juan,Church,3706 Second Rd,Conyers, GA,30012.0,2019-08-03 22:24:09+00:00,2020-01-03 06:59:25,
58956,62fa919b39fe7a3ec974ed83,Rich,Church,5200 47th Ln,,,,2019-05-10 10:40:07+00:00,2020-01-03 07:12:23,
87484,62fa919b39fe7a3ec9755cf3,Adriana,Jacobs,918 Second Ln,Enfield, CT,6082.0,2019-05-10 17:53:40+00:00,2020-01-03 07:29:00,UNSURE
95444,62fa919b39fe7a3ec9757c0b,Verna,Watson,242 Glenn Ave,West Palm Beach, FL,33404.0,2019-02-09 12:27:45+00:00,2020-01-03 08:06:29,UNSURE
98815,62fa919b39fe7a3ec9758936,Jessica,Stewart,3363 S Purchase Rd,Marion, NC,28752.0,2019-01-31 17:19:12+00:00,2020-01-03 08:59:55,POSITIVE
63951,62fa919b39fe7a3ec9750106,Calvin,Jacobs,9062 N Fourth Ln,Paterson, NJ,7501.0,2019-12-24 12:27:47+00:00,2020-01-03 09:15:03,DONOTCONTACT
47703,62fa919b39fe7a3ec974c18e,Hope,Conley,3772 Main St,Olive Branch, MS,38654.0,2019-09-10 05:03:22+00:00,2020-01-03 09:19:24,UNSURE
24891,62fa919b39fe7a3ec9746872,Rene,Wolfe,2200 W Poplar St,Hixson, TN,37343.0,2019-08-21 16:40:48+00:00,2020-01-03 09:54:15,NEGATIVE
29424,62fa919b39fe7a3ec9747a27,Samuel,Roberts,1605 N Sleepy St,Douglasville, GA,30134.0,2019-06-29 17:07:24+00:00,2020-01-03 09:54:50,DONOTCONTACT
2259,62fa919b39fe7a3ec974100a,Susana,Pollard,7690 E Faith Ave,Rocky Mount, NC,27804.0,2019-09-27 05:13:03+00:00,2020-01-03 10:52:47,DONOTCONTACT
78439,62fa919b39fe7a3ec975399e,Cristina,Terrell,4924 Eighth Cv,Delaware, OH,43015.0,2019-08-28 22:04:35+00:00,2020-01-03 11:27:16,
15809,62fa919b39fe7a3ec97444f8,Young,Kramer,1151 Sunny Blvd,Kalamazoo, MI,49009.0,2019-10-28 08:11:29+00:00,2020-01-03 11:45:39,
40726,62fa919b39fe7a3ec974a64d,Lindsey,Pollard,7075 N 12th Blvd,Westmont, IL,60559.0,2019-01-31 14:27:44+00:00,2020-01-03 12:31:41,DONOTCONTACT
519,62fa919b39fe7a3ec974093e,Todd,Hinton,253 E 5th Ave,Mechanicsville, VA,23111.0,2019-06-04 23:05:00+00:00,2020-01-03 12:45:57,POSITIVE
46360,62fa919b39fe7a3ec974bc4f,Shane,Conley,9422 Third Ln,Madison, AL,35758.0,2019-12-16 12:45:11+00:00,2020-01-03 12:58:02,UNSURE
59956,62fa919b39fe7a3ec974f16b,,Stewart,1469 N Third Ave,New Albany, IN,47150.0,2019-05-17 11:54:56+00:00,2020-01-03 14:55:41,NEGATIVE
2984,62fa919b39fe7a3ec97412df,Hope,Powers,7892 Pratt Cv,Moorhead, MN,56560.0,2019-08-21 09:16:01+00:00,2020-01-03 15:12:31,NEGATIVE
20418,62fa919b39fe7a3ec97456f9,Kristina,Wolfe,2240 1st Rd,Arvada, CO,80003.0,2019-07-14 13:44:44+00:00,2020-01-03 15:27:20,UNSURE
70120,62fa919b39fe7a3ec975191f,Adriana,Cahill,3515 W Samuel Cv,Douglasville, GA,30134.0,2019-04-02 22:21:04+00:00,2020-01-03 15:48:54,NEGATIVE
73348,62fa919b39fe7a3ec97525bb,Maria,Watson,7233 N Daniel St,New Albany, IN,47150.0,2019-08-07 06:02:48+00:00,2020-01-03 16:43:36,POSITIVE
33819,62fa919b39fe7a3ec9748b52,Dianna,Hutchinson,627 S Poplar Ln,Ottawa, IL,61350.0,2019-02-22 09:56:26+00:00,2020-01-03 20:04:19,DONOTCONTACT
78278,62fa919b39fe7a3ec97538fd,Raymond,Powers,6824 N 47th Ave,Hixson, TN,37343.0,2019-09-09 18:46:34+00:00,2020-01-03 20:44:23,UNSURE
47402,62fa919b39fe7a3ec974c061,Scott,Craig,7434 W Mount Pleasant Rd,,,,2019-07-04 07:48:18+00:00,2020-01-03 21:44:22,POSITIVE
69009,62fa919b39fe7a3ec97514c8,Dena,French,4897 S Martin Luther King Ave,Mchenry, IL,60050.0,2019-11-20 12:45:25+00:00,2020-01-03 22:30:09,POSITIVE
78053,62fa919b39fe7a3ec975381c,Adriana,Watson,1282 E 1st Cv,Olive Branch, MS,38654.0,2019-12-25 20:53:59+00:00,2020-01-03 23:32:52,NEGATIVE
7181,62fa919b39fe7a3ec9742344,Rolando,Rowe,9067 E Cedar Blvd,Hartford, CT,6106.0,2019-03-22 14:57:49+00:00,2020-01-04 00:28:03,POSITIVE
25737,62fa919b39fe7a3ec9746bc0,Caroline,Harvey,7569 W Peter Ave,Mechanicsville, VA,23111.0,2019-09-02 09:48:12+00:00,2020-01-04 00:31:43,DONOTCONTACT
12985,62fa919b39fe7a3ec97439f0,Candy,Stewart,7757 12th Cv,Schenectady, NY,12302.0,2019-05-21 18:43:33+00:00,2020-01-04 03:57:44,DONOTCONTACT
4091,62fa919b39fe7a3ec9741732,Mayra,Andrade,3889 Martin Luther King St,Quakertown, PA,18951.0,2019-02-04 22:09:51+00:00,2020-01-04 04:14:21,
37505,62fa919b39fe7a3ec97499b8,Robyn,Cassidy,4789 Sunny Cv,New Albany, IN,47150.0,2019-06-06 10:27:10+00:00,2020-01-04 05:23:06,DONOTCONTACT
70562,62fa919b39fe7a3ec9751ad9,Leanne,Morton,6040 E  Ln,Hartford, CT,6106.0,2019-04-27 12:05:18+00:00,2020-01-04 08:17:39,UNSURE
11846,62fa919b39fe7a3ec974357d,Jessica,Jensen,9895 Samuel Rd,,,,2019-07-08 03:35:06+00:00,2020-01-04 08:26:02,DONOTCONTACT
9578,62fa919b39fe7a3ec9742ca1,Christi,Schneider,8659 2nd Ln,,,,2019-06-22 12:31:46+00:00,2020-01-04 08:35:21,NEGATIVE
27429,62fa919b39fe7a3ec974725c,Cristina,Conley,6858 Cedar Rd,Clearwater, FL,33756.0,2019-10-06 20:34:30+00:00,2020-01-04 09:16:56,UNSURE
48376,62fa919b39fe7a3ec974c42f,Rolando,Hinton,6036 E Pratt Rd,Lewis Center, OH,43035.0,2019-06-25 11:55:37+00:00,2020-01-04 10:07:42,UNSURE
25808,62fa919b39fe7a3ec9746c07,Rene,Sheppard,7712 S 12th Cv,Schenectady, NY,12302.0,2019-05-24 23:12:45+00:00,2020-01-04 10:38:53,POSITIVE
83185,62fa919b39fe7a3ec9754c28,Sara,Kramer,7917 Cedar Ln,Seymour, IN,47274.0,2019-02-27 10:55:47+00:00,2020-01-04 10:50:34,DONOTCONTACT
70802,62fa919b39fe7a3ec9751bc9,Dora,Terry,4494 E 4th St,Conyers, GA,30012.0,2019-07-25 17:57:02+00:00,2020-01-04 11:02:30,FOLLOWUP
79568,62fa919b39fe7a3ec9753e07,Dora,Stone,9465 Mount Pleasant Ln,New Albany, IN,47150.0,2019-08-27 11:02:13+00:00,2020-01-04 11:34:18,DONOTCONTACT
8735,62fa919b39fe7a3ec9742956,Deborah,Ayers,3739 N Elm St,Mechanicsville, VA,23111.0,2019-05-22 02:19:08+00:00,2020-01-04 12:59:08,POSITIVE
46635,62fa919b39fe7a3ec974bd62,Todd,Phillips,2097 S Eighth Cv,Douglasville, GA,30134.0,2019-12-24 12:35:24+00:00,2020-01-04 14:16:43,FOLLOWUP
63949,62fa919b39fe7a3ec9750104,Raymond,Benton,6101 N Daniel Dr,Seymour, IN,47274.0,2019-01-02 12:55:25+00:00,2020-01-04 15:11:21,FOLLOWUP
15463,62fa919b39fe7a3ec974439e,Shane,Guthrie,2202 N 6th Ln,Miami Gardens, FL,33056.0,2019-11-16 20:45:22+00:00,2020-01-04 15:37:06,DONOTCONTACT
2807,62fa919b39fe7a3ec974122e,Darla,Roberts,1454 N 47th Dr,Seattle, WA,98144.0,2019-03-01 16:17:46+00:00,2020-01-04 15:42:24,POSITIVE
94462,62fa919b39fe7a3ec9757835,Cecelia,Bowers,8118 Armstrong Rd,Lewis Center, OH,43035.0,2019-12-27 21:10:50+00:00,2020-01-04 16:10:24,UNSURE
96854,62fa919b39fe7a3ec975818d,Lois,Snell,2151 N Cherry Rd,Mahwah, NJ,7430.0,2019-11-09 15:44:33+00:00,2020-01-04 16:52:29,FOLLOWUP
56202,62fa919b39fe7a3ec974e2c1,Jamie,Donovan,3309 Second Cv,Stillwater, MN,55082.0,2019-05-09 06:28:04+00:00,2020-01-04 16:57:03,POSITIVE
87978,62fa919b39fe7a3ec9755ee1,Jan,Guthrie,4749 2nd Cv,,,,2019-02-08 16:16:44+00:00,2020-01-04 17:09:45,DONOTCONTACT
75347,62fa919b39fe7a3ec9752d8a,Dena,Harvey,5670 S Pine Rd,Douglasville, GA,30134.0,2019-02-18 02:36:58+00:00,2020-01-04 18:58:20,NEGATIVE
71006,62fa919b39fe7a3ec9751c95,Lois,Powers,1147 Armstrong Ln,Media, PA,19063.0,2019-11-04 07:19:18+00:00,2020-01-04 19:02:03,UNSURE
35718,62fa919b39fe7a3ec97492bd,Young,Schneider,4677 Cherry Dr,Jamaica, NY,11432.0,2019-05-27 20:30:29+00:00,2020-01-04 22:43:50,POSITIVE
83743,62fa919b39fe7a3ec9754e56,Todd,Craig,5635 Pine Cv,Rocky Mount, NC,27804.0,2019-04-14 14:30:49+00:00,2020-01-05 00:07:45,DONOTCONTACT
19013,62fa919b39fe7a3ec974517c,Herman,Hinton,6193 12th Blvd,North Attleboro, MA,2760.0,2019-06-21 21:21:03+00:00,2020-01-05 01:12:38,UNSURE
67898,62fa919b39fe7a3ec9751071,Cecelia,Alexander,3826 N  St,,,,2019-05-05 06:35:09+00:00,2020-01-05 02:00:44,DONOTCONTACT
54182,62fa919b39fe7a3ec974dadd,Mayra,Craig,23 Olsonvill St,Delaware, OH,43015.0,2019-01-19 04:21:49+00:00,2020-01-05 02:01:43,UNSURE
8699,62fa919b39fe7a3ec9742932,Robyn,Terrell,5498 Maple Ln,Melbourne, FL,32904.0,2019-06-17 08:44:48+00:00,2020-01-05 02:51:07,FOLLOWUP
89638,62fa919b39fe7a3ec975655d,Yvette,Bassett,9570 Maple Rd,Gastonia, NC,28052.0,2019-05-05 07:29:44+00:00,2020-01-05 02:51:36,DONOTCONTACT
60973,62fa919b39fe7a3ec974f564,Irene,Wade,9317 Poplar Dr,Lewis Center, OH,43035.0,2019-03-09 23:38:41+00:00,2020-01-05 04:27:26,DONOTCONTACT
27608,62fa919b39fe7a3ec974730f,Dena,Andrade,9649 Fourth Rd,Quakertown, PA,18951.0,2019-07-09 00:03:56+00:00,2020-01-05 06:27:20,UNSURE
749,62fa919b39fe7a3ec9740a24,Jordan,Schneider,5399 E Sharp Cv,Seattle, WA,98144.0,2019-09-13 23:48:14+00:00,2020-01-05 07:01:38,NEGATIVE
78159,62fa919b39fe7a3ec9753886,Clarence,Ayers,5115 6th Dr,Gastonia, NC,28052.0,2019-04-28 09:54:35+00:00,2020-01-05 07:28:11,UNSURE
43532,62fa919b39fe7a3ec974b143,Leanne,Donovan,8198 S 8th Dr,Schenectady, NY,12302.0,2019-09-02 15:15:08+00:00,2020-01-05 10:26:16,UNSURE
26143,62fa919b39fe7a3ec9746d56,Lois,Roberts,8842 E Glendale Blvd,Lewis Center, OH,43035.0,2019-09-30 07:57:04+00:00,2020-01-05 10:30:16,
19664,62fa919b39fe7a3ec9745407,Candy,Dwyer,160 12th Blvd,Pearl, MS,39208.0,2019-08-30 00:14:41+00:00,2020-01-05 10:31:56,UNSURE
31179,62fa919b39fe7a3ec9748102,Irene,Bowers,4834 Second Ave,Miami Gardens, FL,33056.0,2019-06-28 11:34:52+00:00,2020-01-05 10:39:12,POSITIVE
97758,62fa919b39fe7a3ec9758515,Dora,Sheppard,5908 12th St,Schenectady, NY,12302.0,2019-11-08 16:34:10+00:00,2020-01-05 10:40:42,UNSURE
