,_id,FIRST,LAST,ADDRESS,CITY,STATE,ZIP,LASTSENDDATE,LASTREPLY,RESPONSECATEGORY
64428,62fa919b39fe7a3ec97502e3,,Andrade,569 S Martin Luther King Ave,Pearl, MS,39208.0,2021-02-18 15:15:25+00:00,2021-06-11 03:18:37,DONOTCONTACT
19745,62fa919b39fe7a3ec9745458,,Andrade,1572 Sleepy Blvd,Mahwah, NJ,7430.0,2020-06-08 01:54:48+00:00,2020-12-16 04:35:22,
96512,62fa919b39fe7a3ec9758037,,Andrade,985 S 5th Ln,Pearl, MS,39208.0,2019-05-02 03:57:11+00:00,2021-06-05 13:25:44,NEGATIVE
20362,62fa919b39fe7a3ec97456c1,,Andrade,9683 N Pratt Cv,Phillipsburg, NJ,8865.0,2021-01-28 02:38:29+00:00,2021-09-05 14:02:44,FOLLOWUP
93940,62fa919b39fe7a3ec975762b,,Andrade,4963 Olsonvill Rd,Miami Gardens, FL,33056.0,2020-02-19 07:21:58+00:00,2020-08-17 19:13:46,POSITIVE
7000,62fa919b39fe7a3ec974228f,,Andrade,2837 8th Ave,Hixson, TN,37343.0,2021-05-18 14:36:05+00:00,2021-05-25 10:03:19,NEGATIVE
2155,62fa919b39fe7a3ec9740fa2,,Andrade,2575  Ln,Enfield, CT,6082.0,2020-10-09 04:31:27+00:00,2020-10-09 22:03:24,DONOTCONTACT
58260,62fa919b39fe7a3ec974eacb,,Andrade,9968 S Shelby Dr,Garfield, NJ,7026.0,2019-07-18 05:36:32+00:00,2021-12-10 18:51:58,
72985,62fa919b39fe7a3ec9752450,,Andrade,1140 S 47th St,New Albany, IN,47150.0,2020-07-20 03:03:03+00:00,2021-10-30 17:15:05,NEGATIVE
48091,62fa919b39fe7a3ec974c312,,Andrade,1052 E Second Ln,Madison, AL,35758.0,2020-07-16 01:13:45+00:00,2021-02-06 17:52:44,
90071,62fa919b39fe7a3ec975670e,,Andrade,1512 Crystal Blvd,Elizabeth City, NC,27909.0,2019-03-08 13:50:55+00:00,2021-04-24 08:18:37,POSITIVE
12077,62fa919b39fe7a3ec9743664,,Andrade,8224 Shelby Ave,Lewis Center, OH,43035.0,2021-03-29 13:02:54+00:00,2021-06-16 04:45:11,DONOTCONTACT
12210,62fa919b39fe7a3ec97436e9,,Andrade,5353 Shelby Dr,Westport, CT,6880.0,2021-03-10 11:50:06+00:00,2021-12-04 15:37:12,
47304,62fa919b39fe7a3ec974bfff,,Andrade,8292 N 8th Rd,Olive Branch, MS,38654.0,2020-06-08 08:16:16+00:00,2020-11-18 22:14:05,UNSURE
75709,62fa919b39fe7a3ec9752ef4,,Andrade,9160 S Faith Ln,Millington, TN,38053.0,2021-05-19 17:53:40+00:00,2021-09-05 06:57:37,FOLLOWUP
93468,62fa919b39fe7a3ec9757453,,Andrade,5991 Martin Luther King Ln,Marion, NC,28752.0,2019-04-21 19:18:38+00:00,2021-08-04 13:10:01,UNSURE
76160,62fa919b39fe7a3ec97530b7,,Andrade,7447 Poplar Ave,Olive Branch, MS,38654.0,2019-10-05 00:57:55+00:00,2020-09-22 13:53:22,DONOTCONTACT
88535,62fa919b39fe7a3ec975610e,,Andrade,9806 Pratt Rd,Elizabeth City, NC,27909.0,2020-06-23 08:38:25+00:00,2020-09-14 03:06:55,DONOTCONTACT
1414,62fa919b39fe7a3ec9740cbd,,Andrade,9916 Burbank Cv,Madison, AL,35758.0,2020-04-01 13:38:44+00:00,2020-07-02 05:32:34,DONOTCONTACT
51672,62fa919b39fe7a3ec974d10f,,Andrade,7269 Third Ave,New Albany, IN,47150.0,2019-01-03 05:55:18+00:00,2021-09-12 00:55:40,FOLLOWUP
45982,62fa919b39fe7a3ec974bad5,,Andrade,2448 S Burbank St,West Palm Beach, FL,33404.0,2021-03-14 20:05:06+00:00,2021-04-20 14:57:55,POSITIVE
45219,62fa919b39fe7a3ec974b7da,,Andrade,6761 Peter Dr,Seymour, IN,47274.0,2019-09-26 23:44:31+00:00,2021-09-15 12:02:12,FOLLOWUP
66394,62fa919b39fe7a3ec9750a91,,Andrade,2901  Ln,Seattle, WA,98144.0,2020-08-09 07:59:39+00:00,2020-09-24 12:08:58,NEGATIVE
35445,62fa919b39fe7a3ec97491ac,,Andrade,4980 S Olsonvill Dr,Anaheim, CA,92806.0,2020-07-29 14:27:40+00:00,2021-10-30 05:00:24,DONOTCONTACT
8947,62fa919b39fe7a3ec9742a2a,,Andrade,4044 Pine Ave,Conyers, GA,30012.0,2019-12-31 17:15:50+00:00,2021-03-03 19:26:36,DONOTCONTACT
92910,62fa919b39fe7a3ec9757225,,Andrade,2606 S 12th Blvd,Arvada, CO,80003.0,2020-03-24 10:33:45+00:00,2021-07-12 22:52:45,UNSURE
35418,62fa919b39fe7a3ec9749191,,Andrade,689 W 12th Dr,Jamaica, NY,11432.0,2020-08-08 15:12:12+00:00,2020-08-14 03:47:08,DONOTCONTACT
77459,62fa919b39fe7a3ec97535ca,,Andrade,1563 E Armstrong Rd,Conyers, GA,30012.0,2019-09-09 21:58:29+00:00,2021-03-13 03:40:45,POSITIVE
39202,62fa919b39fe7a3ec974a059,,Ayers,4365 W Pine Ln,Miami Gardens, FL,33056.0,2019-09-28 03:02:32+00:00,2020-01-18 17:15:20,UNSURE
90249,62fa919b39fe7a3ec97567c0,,Ayers,1994 N Shelby St,Gastonia, NC,28052.0,2019-05-29 06:48:45+00:00,2021-11-11 13:55:34,
47739,62fa919b39fe7a3ec974c1b2,,Ayers,6960 S Peter Dr,Patchogue, NY,11772.0,2019-02-04 23:59:15+00:00,2019-05-20 12:38:44,POSITIVE
92969,62fa919b39fe7a3ec9757260,,Ayers,5864 N Peter Rd,Camp Hill, PA,17011.0,2021-06-18 17:52:52+00:00,2021-06-19 05:09:27,NEGATIVE
59426,62fa919b39fe7a3ec974ef59,,Ayers,513 E 6th St,Olive Branch, MS,38654.0,2020-01-05 06:37:32+00:00,2020-04-23 04:06:22,FOLLOWUP
12030,62fa919b39fe7a3ec9743635,,Ayers,4670 Oak Cv,,,,2019-09-25 00:31:43+00:00,2020-08-12 07:29:43,
85167,62fa919b39fe7a3ec97553e6,,Ayers,8049 N Purchase St,Gastonia, NC,28052.0,2021-08-31 08:19:46+00:00,2021-09-08 19:05:49,DONOTCONTACT
59512,62fa919b39fe7a3ec974efaf,,Ayers,3810 W Peter St,Westport, CT,6880.0,2020-05-30 10:24:55+00:00,2021-01-23 04:35:51,DONOTCONTACT
13063,62fa919b39fe7a3ec9743a3e,,Ayers,6514 12th St,Millington, TN,38053.0,2019-11-27 03:30:42+00:00,2021-10-11 22:37:21,UNSURE
86941,62fa919b39fe7a3ec9755ad4,,Ayers,1533 N Armstrong Ave,Seymour, IN,47274.0,2021-05-27 05:07:10+00:00,2021-11-03 06:56:02,NEGATIVE
13261,62fa919b39fe7a3ec9743b04,,Ayers,8901 Third Dr,Kalamazoo, MI,49009.0,2020-05-04 05:53:46+00:00,2020-07-31 01:06:14,POSITIVE
13319,62fa919b39fe7a3ec9743b3e,,Ayers,4971 4th Blvd,Enfield, CT,6082.0,2019-09-25 04:51:16+00:00,2019-11-16 17:39:09,
57864,62fa919b39fe7a3ec974e93f,,Ayers,6757 E Daniel Cv,Oshkosh, WI,54901.0,2019-08-06 22:58:17+00:00,2021-05-15 01:18:55,POSITIVE
14898,62fa919b39fe7a3ec9744169,,Ayers,7486 Glendale Blvd,Clearwater, FL,33756.0,2021-10-25 01:34:25+00:00,2021-10-27 18:31:15,NEGATIVE
18804,62fa919b39fe7a3ec97450ab,,Ayers,2353 N Main Rd,Moorhead, MN,56560.0,2021-03-02 00:08:00+00:00,2021-09-03 09:35:16,NEGATIVE
33333,62fa919b39fe7a3ec974896c,,Ayers,7751 Fourth Dr,West Fargo, ND,58078.0,2020-01-06 20:56:03+00:00,2021-02-16 19:13:25,POSITIVE
46332,62fa919b39fe7a3ec974bc33,,Ayers,8939 S Burbank Dr,Seattle, WA,98144.0,2020-03-20 14:30:14+00:00,2021-08-06 13:00:55,NEGATIVE
49211,62fa919b39fe7a3ec974c772,,Ayers,2818 W Fourth Blvd,Conyers, GA,30012.0,2020-11-28 19:06:10+00:00,2021-09-01 12:26:37,POSITIVE
20252,62fa919b39fe7a3ec9745653,,Ayers,2170 S Third Ave,Westport, CT,6880.0,2021-07-24 05:19:14+00:00,2021-12-26 16:06:14,DONOTCONTACT
92293,62fa919b39fe7a3ec9756fbc,,Ayers,3037 E Martin Luther King Ave,Madisonville, KY,42431.0,2021-04-22 15:24:14+00:00,2021-11-11 14:20:03,DONOTCONTACT
54412,62fa919b39fe7a3ec974dbc3,,Ayers,6340 Glen Ln,New Albany, IN,47150.0,2019-11-07 18:35:32+00:00,2021-04-03 20:10:48,
1124,62fa919b39fe7a3ec9740b9b,,Ayers,2822 S Maple Rd,Jamaica, NY,11432.0,2021-03-04 12:17:13+00:00,2021-11-24 04:33:44,FOLLOWUP
26482,62fa919b39fe7a3ec9746ea9,,Ayers,2558 S Lois Blvd,Westport, CT,6880.0,2019-08-19 14:16:31+00:00,2021-08-05 21:27:34,POSITIVE
68941,62fa919b39fe7a3ec9751484,,Ayers,1564 Seaside Dr,Oshkosh, WI,54901.0,2021-03-04 15:03:42+00:00,2021-05-04 14:49:11,POSITIVE
37399,62fa919b39fe7a3ec974994e,,Ayers,9356 Crystal Dr,Mechanicsville, VA,23111.0,2021-04-30 02:19:07+00:00,2021-06-26 13:00:42,POSITIVE
32498,62fa919b39fe7a3ec9748629,,Ayers,5280 N Pine Cv,Pearl, MS,39208.0,2021-01-13 08:41:57+00:00,2021-07-15 13:19:20,UNSURE
66893,62fa919b39fe7a3ec9750c84,,Ayers,419 Sunny Cv,Quakertown, PA,18951.0,2021-09-26 13:21:44+00:00,2021-12-14 08:14:19,
67653,62fa919b39fe7a3ec9750f7c,,Ayers,3234 Armstrong St,North Attleboro, MA,2760.0,2020-03-02 13:11:36+00:00,2020-06-01 15:04:10,DONOTCONTACT
76107,62fa919b39fe7a3ec9753082,,Ayers,470 E Glendale Rd,Mchenry, IL,60050.0,2021-01-08 08:14:32+00:00,2021-05-29 17:57:04,DONOTCONTACT
79252,62fa919b39fe7a3ec9753ccb,,Ayers,5544 E Third St,Hixson, TN,37343.0,2019-03-28 21:40:58+00:00,2020-11-06 07:00:15,DONOTCONTACT
29307,62fa919b39fe7a3ec97479b2,,Ayers,3081 Third St,Mechanicsville, VA,23111.0,2021-11-19 01:26:48+00:00,2021-12-25 22:12:26,UNSURE
24571,62fa919b39fe7a3ec9746732,,Ayers,2990 Samuel Rd,Moorhead, MN,56560.0,2020-04-13 06:48:38+00:00,2020-11-21 18:19:55,DONOTCONTACT
77400,62fa919b39fe7a3ec975358f,,Ayers,2555 N Faith Cv,Pearl, MS,39208.0,2019-02-24 01:33:42+00:00,2019-10-01 07:41:27,
75625,62fa919b39fe7a3ec9752ea0,,Ayers,2986 E Faith Ln,Oshkosh, WI,54901.0,2020-02-19 15:00:48+00:00,2020-03-03 19:28:39,DONOTCONTACT
79493,62fa919b39fe7a3ec9753dbc,,Ayers,9374 Olsonvill Rd,Enfield, CT,6082.0,2019-03-05 01:40:29+00:00,2019-05-21 09:07:52,UNSURE
56152,62fa919b39fe7a3ec974e28f,,Ball,9115 Seaside Blvd,Media, PA,19063.0,2020-07-28 10:55:40+00:00,2021-09-22 05:11:28,POSITIVE
1650,62fa919b39fe7a3ec9740da9,,Ball,3524 W Crystal Blvd,Hixson, TN,37343.0,2021-12-20 23:21:15+00:00,2021-12-31 20:32:56,POSITIVE
36177,62fa919b39fe7a3ec9749488,,Ball,396 Martin Luther King Ln,Elizabeth City, NC,27909.0,2020-12-17 19:27:53+00:00,2021-02-13 21:29:16,
52960,62fa919b39fe7a3ec974d617,,Ball,611 Burbank Rd,Schenectady, NY,12302.0,2020-07-02 11:50:39+00:00,2020-11-20 04:01:54,FOLLOWUP
85707,62fa919b39fe7a3ec9755602,,Ball,2331 W Samuel Blvd,Douglasville, GA,30134.0,2019-06-29 02:46:32+00:00,2021-05-21 13:32:11,UNSURE
4362,62fa919b39fe7a3ec9741841,,Ball,1223 E 3rd Cv,West Palm Beach, FL,33404.0,2021-10-31 21:49:45+00:00,2021-11-09 19:22:34,
52581,62fa919b39fe7a3ec974d49c,,Ball,1184 S Pratt Blvd,Stillwater, MN,55082.0,2021-11-12 10:53:26+00:00,2021-11-24 02:36:37,UNSURE
62192,62fa919b39fe7a3ec974fa27,,Ball,6224 Ethel Blvd,Millington, TN,38053.0,2019-06-24 11:45:29+00:00,2021-06-24 11:36:59,
14967,62fa919b39fe7a3ec97441ae,,Ball,3766 E Sunny Cv,Millington, TN,38053.0,2019-02-19 07:55:25+00:00,2020-04-05 14:46:58,DONOTCONTACT
56033,62fa919b39fe7a3ec974e218,,Ball,6474 5th Ave,,,,2020-11-16 10:30:39+00:00,2021-09-06 12:59:15,POSITIVE
4530,62fa919b39fe7a3ec97418e9,,Ball,8700 E Pratt Cv,Enfield, CT,6082.0,2019-10-11 06:18:28+00:00,2021-04-26 00:47:45,UNSURE
29509,62fa919b39fe7a3ec9747a7c,,Ball,3198 W Peter Dr,Mchenry, IL,60050.0,2020-04-12 01:02:13+00:00,2021-01-26 22:18:54,POSITIVE
46572,62fa919b39fe7a3ec974bd23,,Ball,9330 Fourth Blvd,Melbourne, FL,32904.0,2021-09-02 07:00:22+00:00,2021-12-14 02:53:19,DONOTCONTACT
88359,62fa919b39fe7a3ec975605e,,Ball,7215 Second Blvd,Kalamazoo, MI,49009.0,2019-04-21 02:53:08+00:00,2021-10-30 04:05:05,FOLLOWUP
35123,62fa919b39fe7a3ec974906a,,Ball,2238 Cherry Rd,Ossining, NY,10562.0,2019-04-02 06:14:06+00:00,2019-08-26 01:55:50,POSITIVE
48717,62fa919b39fe7a3ec974c584,,Ball,7235 E Oak Cv,Arvada, CO,80003.0,2019-06-07 12:04:22+00:00,2019-09-24 05:40:41,FOLLOWUP
75321,62fa919b39fe7a3ec9752d70,,Ball,3589 Sleepy Dr,West Fargo, ND,58078.0,2020-09-19 20:01:34+00:00,2021-09-14 06:31:08,DONOTCONTACT
75271,62fa919b39fe7a3ec9752d3e,,Ball,3668 1st Dr,Rocky Mount, NC,27804.0,2020-10-22 19:28:23+00:00,2020-12-29 08:56:07,POSITIVE
31806,62fa919b39fe7a3ec9748375,,Ball,5788 Armstrong Cv,Arvada, CO,80003.0,2021-12-10 18:17:05+00:00,2021-12-17 04:56:58,
72395,62fa919b39fe7a3ec9752202,,Ball,8064 Pine Cv,Elizabeth City, NC,27909.0,2020-03-09 10:56:41+00:00,2021-08-04 02:03:02,POSITIVE
91875,62fa919b39fe7a3ec9756e1a,,Ball,6439 Burbank Rd,Hartford, CT,6106.0,2019-11-25 11:56:04+00:00,2021-08-14 23:35:40,UNSURE
90136,62fa919b39fe7a3ec975674f,,Ball,180 6th Cv,Madisonville, KY,42431.0,2020-01-04 14:15:04+00:00,2020-01-18 00:20:40,
171,62fa919b39fe7a3ec97407e2,,Ball,9345 Seaside Dr,Richardson, TX,75080.0,2020-06-17 08:27:14+00:00,2020-07-13 07:21:43,FOLLOWUP
99479,62fa919b39fe7a3ec9758bce,,Ball,2984 S Pine Dr,Kalamazoo, MI,49009.0,2019-02-01 13:38:00+00:00,2021-02-26 20:29:17,UNSURE
11266,62fa919b39fe7a3ec9743339,,Ball,2755 Oak St,Jamaica, NY,11432.0,2021-05-05 18:00:21+00:00,2021-07-19 11:59:30,UNSURE
14073,62fa919b39fe7a3ec9743e30,,Ball,9261  Dr,Westport, CT,6880.0,2019-04-14 07:22:43+00:00,2020-12-10 04:55:17,NEGATIVE
49844,62fa919b39fe7a3ec974c9eb,,Ball,5801 Eighth Dr,Quakertown, PA,18951.0,2021-06-16 19:56:40+00:00,2021-11-29 20:28:27,UNSURE
77707,62fa919b39fe7a3ec97536c2,,Ball,5694 Mount Pleasant Ave,Jamaica, NY,11432.0,2021-12-25 01:25:06+00:00,2021-12-26 11:47:37,DONOTCONTACT
3433,62fa919b39fe7a3ec97414a0,,Ball,2412 Riverside Ave,Jamaica, NY,11432.0,2021-05-28 13:32:07+00:00,2021-09-14 16:17:59,
22891,62fa919b39fe7a3ec97460a2,,Ball,8475 S Olsonvill Blvd,Camas, WA,98607.0,2020-08-21 23:47:48+00:00,2020-09-08 22:47:55,NEGATIVE
38860,62fa919b39fe7a3ec9749f03,,Ball,2418 W 2nd Rd,Patchogue, NY,11772.0,2021-08-07 14:44:57+00:00,2021-11-25 11:23:58,DONOTCONTACT
39712,62fa919b39fe7a3ec974a257,,Ball,4196 N Faith Rd,Westmont, IL,60559.0,2020-08-21 21:41:34+00:00,2021-04-27 19:46:13,UNSURE
21662,62fa919b39fe7a3ec9745bd5,,Ball,156 N Riverside Dr,New Philadelphia, OH,44663.0,2021-08-04 06:38:08+00:00,2021-08-29 20:06:04,NEGATIVE
21649,62fa919b39fe7a3ec9745bc8,,Ball,7100 Peter St,Quakertown, PA,18951.0,2019-01-29 22:11:49+00:00,2020-12-05 18:42:32,
38099,62fa919b39fe7a3ec9749c0a,,Ball,656 Faith Cv,Madison, AL,35758.0,2021-02-22 05:45:26+00:00,2021-12-18 16:23:05,
25631,62fa919b39fe7a3ec9746b56,,Ball,304 N Burbank Ave,Paterson, NJ,7501.0,2020-12-18 07:37:43+00:00,2020-12-28 22:25:35,DONOTCONTACT
83008,62fa919b39fe7a3ec9754b77,,Ball,7093 S Armstrong Cv,Mchenry, IL,60050.0,2021-11-24 17:42:20+00:00,2021-12-03 19:14:31,POSITIVE
85058,62fa919b39fe7a3ec9755379,,Ball,2221 4th Cv,West Fargo, ND,58078.0,2021-03-11 22:42:00+00:00,2021-12-24 20:35:45,NEGATIVE
6363,62fa919b39fe7a3ec9742012,,Ball,7503 E Oak Rd,West Palm Beach, FL,33404.0,2020-10-28 20:42:26+00:00,2021-01-25 07:57:30,DONOTCONTACT
56788,62fa919b39fe7a3ec974e50b,,Ball,8345 Sunny Ave,Schenectady, NY,12302.0,2020-04-27 13:41:10+00:00,2020-11-07 12:44:51,DONOTCONTACT
18934,62fa919b39fe7a3ec974512d,,Ball,2862 Peter Cv,Quakertown, PA,18951.0,2020-08-12 22:43:19+00:00,2021-06-28 01:24:15,FOLLOWUP
3247,62fa919b39fe7a3ec97413e6,,Ball,3353 Armstrong Rd,Mchenry, IL,60050.0,2021-05-30 01:24:35+00:00,2021-12-31 08:52:48,UNSURE
68438,62fa919b39fe7a3ec975128d,,Ball,2494 S Armstrong Rd,Hartford, CT,6106.0,2020-10-15 04:40:21+00:00,2021-08-13 23:51:05,POSITIVE
63301,62fa919b39fe7a3ec974fe7c,,Ball,5764 S 6th Ave,Ossining, NY,10562.0,2020-08-23 22:49:48+00:00,2021-08-24 11:49:11,FOLLOWUP
10475,62fa919b39fe7a3ec9743022,,Ball,6895 S Maple Blvd,Conyers, GA,30012.0,2019-11-08 06:42:44+00:00,2021-10-05 09:26:23,UNSURE
52121,62fa919b39fe7a3ec974d2d0,,Ball,142  St,Ossining, NY,10562.0,2020-11-18 05:18:38+00:00,2021-06-11 04:10:47,DONOTCONTACT
63035,62fa919b39fe7a3ec974fd72,,Ball,4705 E Eighth Dr,Patchogue, NY,11772.0,2020-06-17 06:14:06+00:00,2021-07-07 14:24:57,FOLLOWUP
26120,62fa919b39fe7a3ec9746d3f,,Ball,3501 Mount Pleasant Rd,Arvada, CO,80003.0,2021-02-24 04:09:18+00:00,2021-06-02 05:42:53,UNSURE
26828,62fa919b39fe7a3ec9747003,,Ball,624 4th Ln,West Fargo, ND,58078.0,2019-01-12 07:03:45+00:00,2020-03-12 11:03:30,
42801,62fa919b39fe7a3ec974ae68,,Ball,8226 S Martin Luther King St,Clearwater, FL,33756.0,2019-01-28 22:20:42+00:00,2020-08-11 03:54:57,DONOTCONTACT
84404,62fa919b39fe7a3ec97550eb,,Ball,3526 Crystal Ave,Madison, AL,35758.0,2020-09-06 08:51:02+00:00,2021-12-14 07:05:23,
77613,62fa919b39fe7a3ec9753664,,Bassett,3054 Sharp St,Paterson, NJ,7501.0,2020-01-20 04:25:22+00:00,2021-03-26 08:10:51,
36703,62fa919b39fe7a3ec9749696,,Bassett,2726 S Fourth Rd,Pearl, MS,39208.0,2019-12-29 06:06:03+00:00,2020-01-24 21:55:55,UNSURE
89431,62fa919b39fe7a3ec975648e,,Bassett,6391 N Riverside Rd,Hartford, CT,6106.0,2020-04-05 20:04:46+00:00,2021-10-24 07:33:46,NEGATIVE
74164,62fa919b39fe7a3ec97528eb,,Bassett,2197 Maple Ave,Anaheim, CA,92806.0,2019-06-01 23:35:03+00:00,2019-06-03 17:17:32,POSITIVE
